brand,product_name,mention_count,avg_score,score_std,score_distribution,top_strengths,top_weaknesses,target_audience,trigger_count,triggers,ad_count
바닐라코,바닐라코 에센스 스킨 듀 쿠션,9,3.33,1.0,1점:1건 / 3점:3건 / 4점:5건,"극강의 오일리한 광채(1), 건성 피부에 적합(1), 맑고 투명한 피부 표현(1)","낮은 커버력(2), 요철 부각(1)","건성(5), 겨울철(4), 반딱반딱한 광 선호(1), 극건성 피부(1), 하이라이터 용도(1)",8,"요철이 엄청 심하시거나 모공이 왕모공 현무암이시거나 그리고 트러블을 가릴 게 많다 싶은 분들은 무조건 피하시는 게 맞거든요. 지성분들 포함해서요.
|||
근데 제형을 찍을 때 메쉬망을 문질러서 퍼프에서 블렌딩해 준 뒤 두드려 발라줘야 예쁘더라고요. 그래서 휘뚜루마뚜루 바르기는 쉽지 않고 약간의 기술이 필요한 쿠션이었어요.
|||
근데 여러분 그거는 있어요. 아무래도 글로우 타입이다 보니, 모공이랑 흉이 잘 커버됐음에도 불구하고 구멍들이 ""어 나 여기 있어"" 하고 드러나 보이는 표현이 남아 있긴 해요.
|||
건성이 썼을 때 피부 표현은 되게 촉촉하고 예뻐 보이는데, 이 퍼프와의 궁합이 완전 찰떡같다는 느낌은 안 들어요.
|||
악건성분들이 바르면 그 광을 다 흡수해 버려서 푸석한 피부에는 또 이 정도까지는 아닐 수도 있어요.
|||
어쩔 때는 피부 컨디션에 따라, 어쩔 때는 스킨케어 조합에 따라 이 제형이 때처럼 밀릴 때도 있고 모공에 낄 때도 있더라고요.",0
어뮤즈,어뮤즈 에어리 포어 커버 쿠션,8,4.12,1.13,2점:1건 / 3점:1건 / 4점:2건 / 5점:4건,"압도적인 모공 커버(1), 유분 안 나옴(1), 붉은기/푸른기 커버 잘 됨(1)","수정화장 시 들뜸/각질 부각(1), 스킨케어 짱짱하게 필요(1)","여름철(3), 지성(3), 보송한 표현 선호(1), 번들거림 잘 잡고 싶은 지성 피부(1), 높은 커버력 선호(1)",6,"이 제품은 그냥 바로 두드리면 안 되는 것 같아요. 그렇게 바르면 모공이 뽕뽕 드러날 수 있어요. 처음 바를 때 쓸면서 모공에 먼저 넣어주고 그 다음에 두드려야 모공이 뽕뽕 뚫려 보이는 현상이 없어요.|||무너질 때 톤업 패드로 닦아내고 자주 수정하는 걸 감수할 수 있다면 잘 쓰실 것 같은데, 건조한 피부는 사용이 어려울 것 같아요.|||건성이나 수부지는 수정을 자주 한다거나 스킨케어 컨디션에 따라 들뜨거나 건조할 수 있어서 주의가 필요해요.|||이건 지성이나 수부지라면 괜찮지만, 건성이나 속건조라면 '킹케어'하듯이 진짜 신경 써줘야 해요.|||처음 발랐을 때는 모공에 끼고 예쁘지 않을 수 있어요.",0
투쿨포스쿨,투쿨포스쿨 픽싱 커버 핏 쿠션,7,3.0,0.82,2점:2건 / 3점:3건 / 4점:2건,"높은 커버력(3), 좋은 커버력(1), 부담 없는 피부 표현(1)","컬러가 밝게 나옴(1), 두껍게 발리면 모공 부각(1)","지성(2), 화장 진하게 하는 편(1), 유분감 있는 피부(1), 부분 파우더 처리 가능(1), 높은 커버력과 픽싱력 선호(1)",7,"웬만하면 한 반 톤 정도 낮춰서 쓰시는 걸 추천드려요.
||| 그래도 내 피부가 좀 건조하다 하면 요거는 패스하셔야 될 것 같은 게, 처음 바를 때랑 다르게 굳듯이 픽싱이 되면서 속이 당겨요.
||| 양 조절을 잘 못하면 지성 피부에게도 기대만큼 좋지 않을 수 있어요.
||| 파우더리한 사용감 때문에 밀면서 바르면 커버가 쓸릴 것 같은 느낌이 들어요.
||| 건성이나 수부지 피부인 분들은 스킨케어를 정말 촉촉하게 해 주셔야 할 것 같아요. 그렇지 않으면 속건조가 있을 것 같고요. 지성 피부인 분들도 무조건 파우더 처리까지 해 주셔야 할 것 같아요.
||| 밀면 안 될 것 같아요. 픽싱이 좀 빨리 되는 편이라 콕 찍은 적은 양으로 살살 발라주셔야 하거든요.
||| 밀착력이 조금 부족하고 컬러가 다소 밝게 나온 편이라 테스트가 필수예요.",0
라네즈,라네즈 네오 쿠션 뮤이,7,4.29,0.76,3점:1건 / 4점:3건 / 5점:3건,"스미듯이 발리는 신기술(1), 피부 편안함(1), 얇고 촉촉함(1)","9월 신상들 사이에서의 화제성 부족(1), 커버력이 높지 않음(1)","수부지(2), 모공 고민러(1), 얇고 가벼운 밀착 선호자(1), 건성(1), 여름(1)",5,"사계절 내내 좋지만, 신상들이 쏟아지는 9월에 이걸 쟁여두라고 하기엔 조금 어려울 수 있겠다. ||| 얇아서 밝기 선택이 어려울 수 있어요. 밝은 피부라면 사실 크게 걱정 없겠지만, 피부톤이 어두운 23호, 24호 같은 경우에는 살짝 톤업을 위해 한 치수 정도 높은 걸 쓰시는 게 괜찮을 수도 있을 것 같아요. ||| 무너짐 없는 건 좋지만, 피부 표현이 아주 예뻤으면 좋겠다고 생각하는 분들이라면, 생각보다 만족스럽지 않을 수도 있겠다 싶어요. ||| 기존 21N 컬러 사용자는 선택 시 뉴트럴 색상이 없어서 당황스러울 수 있어요. 웜과 쿨 사이의 뭉근한 상아빛 느낌을 좋아하던 뉴트럴 컬러 선호자들은 아쉽게 느낄 수도 있을 것 같고요. 새로 추가된 웜 베이지 컬러가 그렇게 누렇게 뜨지는 않지만, 뉴트럴 컬러를 기대했다면 직접 테스트해 보는 게 좋겠어요. ||| 이 제형은 양을 좀 많이 바르면 도톰하게 느껴질 수도 있어서, 수정 화장할 때는 정말 적은 양으로 해야 할 것 같아요.",2
에스쁘아,에스쁘아 비벨벳 커버쿠션,6,4.17,1.17,2점:1건 / 4점:2건 / 5점:3건,"가장 화사하고 밝음(1), 아이보리 컬러(1), 붉은기 잘 잡음(1)","다크닝 살짝 있음(2), 다른 브랜드 19호 정도의 밝기(1)","지성(2), 수부지(2), 노란기가 돌지만 화사한 21호를 원하는 사람(1), 피부가 밝아 보이는 것을 선호(1), 붉은기 커버 원하는 사람(1)",5,"밀어서 수정하면 피부가 뜯겨 나가듯이 돼서 복구 불가니까, 수정 화장은 꼭 필요할 때만 살살 누르듯이 해 주세요. ||| 잡티 커버를 위해 두 겹을 발라야 한다면, 공들여 발라야 한다는 부담이 느껴질 수도 있어요. ||| 만약 피부 컨디션이 안 좋다면, 쿠션이 매끄럽게 발리지 않을 수도 있으니 주의해야 해요. ||| 다크닝이 살짝 아쉬울 수 있어요.",0
헤라,헤라 블랙 쿠션 ,6,4.17,0.75,3점:1건 / 4점:3건 / 5점:2건,"지속력 대박(1), 커버력 좋음(1), 피부에 착붙음(1)","시간 지나면서 색감 변화 심함(1), 가격대가 가장 높음(1)","모든 피부 타입 (스킨케어 조절 필요)(1), 높은 커버력과 지속력 선호(1), 매끈한 마감 선호(1), 지성 피부(1), 여름철(1)",4,"이 쿠션은 유분감이 심하거나 아주 건조한 쿠션은 아니다 보니 모든 피부 타입이 쓸 수 있을 것 같긴 한데, 피부 타입에 따라 스킨케어를 잘 조절해야 할 것 같아요.
|||
제가 느끼기엔 헤라 쿠션이 세미매트에서 매트 사이 정도인데, 쩍쩍 갈라지진 않지만 그렇다고 살짝 윤광이 도는 세미매트는 또 아니었어요.
|||
이 쿠션이 파우더 성분이 약간 들어가 있다 보니, 트러블 피부는 좀 주의하셔야 할 것 같아요.
|||
이 쿠션이 어둡게 나왔다는 평이 많아서 평소 19호를 쓰는 제가 17호를 사용해 봤거든요. 그런데도 전혀 화사한 느낌이 아니라 오히려 누렇고 어둡게 느껴졌어요. 그렇다고 13호를 쓰면 너무 밝아질 것 같아서 컬러 선택이 진짜 어렵더라고요.",0
헤브블루,헤브블루 메이크업 프로 엑토인 트리 세미매트 핏 쿠션,6,3.5,1.05,2점:1건 / 3점:2건 / 4점:2건 / 5점:1건,"순함(1), 여드름 피부에 잘 맞음(1), 자극 없음(1)","커버력 낮음 (컨실러 필수)(1), 흰기 도는 컬러(1)","피부 예민(1), 여드름 피부(1), 예민 민감성(1), 가벼운 피부 표현 선호(1), 수부지(1)",4,촉촉하다 보니까 기존 베이스를 살짝 밀면서 수정 화장될 수 있거든요. 힘 조절을 좀 잘 해주셔야 할 것 같아요. ||| 내가 평소에 피지가 좀 많이 올라온다 하시는 분들은 이 쿠션이 많이 지워진다고 느끼실 수 있을 것 같아요.,1
클리오,클리오 킬커버 메쉬 블러 쿠션,5,3.6,1.67,1점:1건 / 3점:1건 / 4점:1건 / 5점:2건,"높은 커버력(4), 모공 요철 커버(1), 은은한 결광 세미매트(1)","빠른 픽싱으로 찍힘 가능성(1), 팔자 주름 끼임(1)","수부지(2), 환절기 건성(1), 피부결 예뻐 보이고 모공 요철 커버 선호(1), 스킨케어 잘한 건성(1), 커버력 중시(1)",4,"건성분들은 스킨케어를 잘해주고 발라야 될 것 같아요. ||| 지성 피부 중에서도 모공이나 잔각질이 많지 않은 분들은 괜찮을 수도 있지 않을까 싶기도 해요. ||| 촉촉한데 그 광이 직접적인 촉촉함이 아니라 윤광인데도 좀 텁텁해 보여서 '어? 저거 또 많이 바른 거 아니야?' 싶었을 거예요. 그리고 시간이 지나면 처음 발랐을 때보다 그 텁텁했던 게 다시 또 쫙 스며들더라고요. ||| 속건조가 있는 제가 발랐을 때, 5~6시간 정도 지나니까 유분기가 올라오는데 이 광택감이 예쁜 윤광처럼 보일 때도 있지만, 살짝 기름이 지저분하게 보일 때도 있어서 스킨케어를 좀 탈 것 같더라고요.",0
VDL,VDL 커버스테인 하이커버 쿠션,5,3.4,1.52,1점:1건 / 3점:1건 / 4점:2건 / 5점:1건,"높은 커버력(1), 깔끔한 모공 커버(1), 우수한 픽싱력(1)","건성에게 건조할 수 있음(1), 시간 경과 후 각질 부각 무너짐(1)","깐달걀 피부 표현 선호(1), 세미매트 선호(1), 유분감 많고 잡티 많은 지성 피부(1), 고커버 선호(1), 쿨링감 선호(1)",2,"건성분들은 스킨케어를 굉장히 잘 해주고 발라야만 하는 쿠션이긴 해요. 그래도 제형감이 잘 빠져서 퍼석하진 않으나, 밀도감이 좀 있기 때문에 스킨케어를 잘 해줘야 뭉치지 않을 거예요. ||| 제가 봤을 때 이건 어떻게 발라야 하냐면, 반드시 피부에 촉촉함이 남아 있을 때 이 쿠션을 발라야 해요. 모공 부분만 진짜 빠르게 짧게 밀듯이 탁 하고 바로 꾹꾹 눌러서 채우듯이 바르고, 마무리는 무조건 힘 약하게 해 줘야 해요.",0
지베르니,지베르니 밀착 커버 쿠션,5,4.0,0.71,3점:1건 / 4점:3건 / 5점:1건,"가볍고 밀착력 좋음(1), 커버력 좋음(1), 예쁜 무너짐(1)","양 조절 어려움(1), 컬러가 어둡게 나옴(1)","수부지(2), 지성(1), 내추럴한 피부 표현 선호(1), 따뜻한 느낌과 살짝 붉은기 선호(1), 여름(1)",4,무너지긴 무너져요. 아예 안 무너진다고는 안 할게요. 근데 예쁘게 무너진다. ||| 촉촉함보다는 매트에 살짝 더 가까운 느낌이에요. ||| 커버력이 확 있어서 피부가 막 투명하게 보이는 그런 느낌은 아니에요. ||| 제가 원래 22호를 사용하는데 좀 밝게 사용해서 다크닝이 안 느껴진 걸 수도 있어요.,0
